pack_key,pack_name,title,slug,section,route,source_basis,file_path,image_brief_status
toxicology,Toxicology Essentials,Toxicology History: The Minimum Useful Dataset,toxicology-history-minimum-dataset,roadmap,/toxicology/roadmap/toxicology-history-minimum-dataset,,content/00_roadmap/04_toxicology-history-minimum-dataset.md,covered
toxicology,Toxicology Essentials,Initial Investigations in Poisoning,initial-investigations-poisoning,roadmap,/toxicology/roadmap/initial-investigations-poisoning,,content/00_roadmap/05_initial-investigations-poisoning.md,covered
toxicology,Toxicology Essentials,ECG in Poisoning,ecg-in-poisoning,roadmap,/toxicology/roadmap/ecg-in-poisoning,,content/00_roadmap/06_ecg-in-poisoning.md,covered
toxicology,Toxicology Essentials,Decontamination Basics,decontamination-basics,roadmap,/toxicology/roadmap/decontamination-basics,,content/00_roadmap/07_decontamination-basics.md,covered
toxicology,Toxicology Essentials,Enhanced Elimination Basics,enhanced-elimination-basics,roadmap,/toxicology/roadmap/enhanced-elimination-basics,,content/00_roadmap/08_enhanced-elimination-basics.md,covered
toxicology,Toxicology Essentials,Antidote Thinking: When the Antidote Matters,antidote-thinking,roadmap,/toxicology/roadmap/antidote-thinking,,content/00_roadmap/09_antidote-thinking.md,covered
toxicology,Toxicology Essentials,Disposition Logic in Toxicology,disposition-logic-toxicology,roadmap,/toxicology/roadmap/disposition-logic-toxicology,,content/00_roadmap/10_disposition-logic-toxicology.md,covered
toxicology,Toxicology Essentials,Opioid Toxidrome,opioid-toxidrome,toxidromes,/toxicology/toxidromes/opioid-toxidrome,,content/01_toxidromes/01_opioid-toxidrome.md,covered
toxicology,Toxicology Essentials,Sedative-Hypnotic Toxidrome,sedative-hypnotic-toxidrome,toxidromes,/toxicology/toxidromes/sedative-hypnotic-toxidrome,,content/01_toxidromes/02_sedative-hypnotic-toxidrome.md,covered
toxicology,Toxicology Essentials,Sympathomimetic Toxidrome,sympathomimetic-toxidrome,toxidromes,/toxicology/toxidromes/sympathomimetic-toxidrome,,content/01_toxidromes/03_sympathomimetic-toxidrome.md,covered
toxicology,Toxicology Essentials,Anticholinergic Toxidrome,anticholinergic-toxidrome,toxidromes,/toxicology/toxidromes/anticholinergic-toxidrome,,content/01_toxidromes/04_anticholinergic-toxidrome.md,covered
toxicology,Toxicology Essentials,Cholinergic / Organophosphate Toxidrome,cholinergic-organophosphate-toxidrome,toxidromes,/toxicology/toxidromes/cholinergic-organophosphate-toxidrome,,content/01_toxidromes/05_cholinergic-organophosphate-toxidrome.md,covered
toxicology,Toxicology Essentials,Serotonin Syndrome,serotonin-syndrome-toxidrome,toxidromes,/toxicology/toxidromes/serotonin-syndrome-toxidrome,,content/01_toxidromes/06_serotonin-syndrome-toxidrome.md,covered
toxicology,Toxicology Essentials,Neuroleptic Malignant Syndrome,neuroleptic-malignant-syndrome-toxidrome,toxidromes,/toxicology/toxidromes/neuroleptic-malignant-syndrome-toxidrome,,content/01_toxidromes/07_neuroleptic-malignant-syndrome-toxidrome.md,covered
toxicology,Toxicology Essentials,Salicylate Pattern,salicylate-pattern-toxidrome,toxidromes,/toxicology/toxidromes/salicylate-pattern-toxidrome,,content/01_toxidromes/08_salicylate-pattern-toxidrome.md,covered
toxicology,Toxicology Essentials,Sodium-Channel Blocker Pattern,sodium-channel-blocker-pattern,toxidromes,/toxicology/toxidromes/sodium-channel-blocker-pattern,,content/01_toxidromes/09_sodium-channel-blocker-pattern.md,covered
toxicology,Toxicology Essentials,Caustic Ingestion,caustic-ingestion,poisonings,/toxicology/poisonings/caustic-ingestion,,content/02_poisonings/01_caustic-ingestion.md,covered
toxicology,Toxicology Essentials,Isoniazid Toxicity,isoniazid-toxicity,poisonings,/toxicology/poisonings/isoniazid-toxicity,,content/02_poisonings/02_isoniazid-toxicity.md,covered
toxicology,Toxicology Essentials,Cardiac Glycoside / Digoxin Toxicity,digoxin-cardiac-glycoside-toxicity,poisonings,/toxicology/poisonings/digoxin-cardiac-glycoside-toxicity,,content/02_poisonings/03_digoxin-cardiac-glycoside-toxicity.md,covered
toxicology,Toxicology Essentials,Alcoholic Ketoacidosis,alcoholic-ketoacidosis,poisonings,/toxicology/poisonings/alcoholic-ketoacidosis,,content/02_poisonings/04_alcoholic-ketoacidosis.md,covered
toxicology,Toxicology Essentials,Chlorine Exposure,chlorine-exposure,poisonings,/toxicology/poisonings/chlorine-exposure,,content/02_poisonings/05_chlorine-exposure.md,covered
toxicology,Toxicology Essentials,Organophosphate Poisoning,organophosphate-poisoning,poisonings,/toxicology/poisonings/organophosphate-poisoning,,content/02_poisonings/06_organophosphate-poisoning.md,covered
toxicology,Toxicology Essentials,Methemoglobinemia,methemoglobinemia,poisonings,/toxicology/poisonings/methemoglobinemia,,content/02_poisonings/07_methemoglobinemia.md,covered
toxicology,Toxicology Essentials,GHB Intoxication,ghb-intoxication,poisonings,/toxicology/poisonings/ghb-intoxication,,content/02_poisonings/08_ghb-intoxication.md,covered
toxicology,Toxicology Essentials,Wernicke Encephalopathy,wernicke-encephalopathy,poisonings,/toxicology/poisonings/wernicke-encephalopathy,,content/02_poisonings/09_wernicke-encephalopathy.md,covered
toxicology,Toxicology Essentials,Lithium Toxicity,lithium-toxicity,poisonings,/toxicology/poisonings/lithium-toxicity,,content/02_poisonings/10_lithium-toxicity.md,covered
toxicology,Toxicology Essentials,Valproate Toxicity,valproate-toxicity,poisonings,/toxicology/poisonings/valproate-toxicity,,content/02_poisonings/11_valproate-toxicity.md,covered
toxicology,Toxicology Essentials,MDMA / Ecstasy Toxicity,mdma-ecstasy-toxicity,poisonings,/toxicology/poisonings/mdma-ecstasy-toxicity,,content/02_poisonings/12_mdma-ecstasy-toxicity.md,covered
toxicology,Toxicology Essentials,Iron Toxicity,iron-toxicity,poisonings,/toxicology/poisonings/iron-toxicity,,content/02_poisonings/13_iron-toxicity.md,covered
toxicology,Toxicology Essentials,Clonidine / Alpha-2 Agonist Toxicity,clonidine-alpha-2-agonist-toxicity,poisonings,/toxicology/poisonings/clonidine-alpha-2-agonist-toxicity,,content/02_poisonings/14_clonidine-alpha-2-agonist-toxicity.md,covered
toxicology,Toxicology Essentials,Tricyclic Antidepressant Toxicity,tricyclic-antidepressant-toxicity,poisonings,/toxicology/poisonings/tricyclic-antidepressant-toxicity,,content/02_poisonings/15_tricyclic-antidepressant-toxicity.md,covered
toxicology,Toxicology Essentials,Isopropanol Toxicity,isopropanol-toxicity,poisonings,/toxicology/poisonings/isopropanol-toxicity,,content/02_poisonings/16_isopropanol-toxicity.md,covered
toxicology,Toxicology Essentials,Salicylate Toxicity,salicylate-toxicity,poisonings,/toxicology/poisonings/salicylate-toxicity,,content/02_poisonings/17_salicylate-toxicity.md,covered
toxicology,Toxicology Essentials,Acetaminophen Toxicity,acetaminophen-toxicity,poisonings,/toxicology/poisonings/acetaminophen-toxicity,,content/02_poisonings/18_acetaminophen-toxicity.md,covered
toxicology,Toxicology Essentials,Carbon Monoxide Poisoning,carbon-monoxide-poisoning,poisonings,/toxicology/poisonings/carbon-monoxide-poisoning,,content/02_poisonings/19_carbon-monoxide-poisoning.md,covered
toxicology,Toxicology Essentials,Cyanide / Cellular Asphyxiants,cyanide-cellular-asphyxiants,poisonings,/toxicology/poisonings/cyanide-cellular-asphyxiants,,content/02_poisonings/20_cyanide-cellular-asphyxiants.md,covered
toxicology,Toxicology Essentials,Toxic Alcohols: Methanol and Ethylene Glycol,toxic-alcohols-methanol-ethylene-glycol,poisonings,/toxicology/poisonings/toxic-alcohols-methanol-ethylene-glycol,,content/02_poisonings/21_toxic-alcohols-methanol-ethylene-glycol.md,covered
toxicology,Toxicology Essentials,Nicotine / Liquid Nicotine Toxicity,nicotine-liquid-nicotine-toxicity,poisonings,/toxicology/poisonings/nicotine-liquid-nicotine-toxicity,,content/02_poisonings/22_nicotine-liquid-nicotine-toxicity.md,covered
toxicology,Toxicology Essentials,Hydrocarbon / Sudden Sniffing Death,hydrocarbon-sudden-sniffing-death,poisonings,/toxicology/poisonings/hydrocarbon-sudden-sniffing-death,,content/02_poisonings/23_hydrocarbon-sudden-sniffing-death.md,covered
toxicology,Toxicology Essentials,Quinine / Chloroquine Toxicity,quinine-chloroquine-toxicity,poisonings,/toxicology/poisonings/quinine-chloroquine-toxicity,,content/02_poisonings/24_quinine-chloroquine-toxicity.md,covered
toxicology,Toxicology Essentials,Body Packing / Body Stuffing,body-packing-body-stuffing,poisonings,/toxicology/poisonings/body-packing-body-stuffing,,content/02_poisonings/25_body-packing-body-stuffing.md,covered
toxicology,Toxicology Essentials,Thallium Poisoning,thallium-poisoning,poisonings,/toxicology/poisonings/thallium-poisoning,,content/02_poisonings/26_thallium-poisoning.md,covered
toxicology,Toxicology Essentials,Hydrogen Sulfide Exposure,hydrogen-sulfide-exposure,poisonings,/toxicology/poisonings/hydrogen-sulfide-exposure,,content/02_poisonings/27_hydrogen-sulfide-exposure.md,covered
toxicology,Toxicology Essentials,Toad / Bufotoxin Cardiac Glycoside Toxicity,toad-bufotoxin-toxicity,poisonings,/toxicology/poisonings/toad-bufotoxin-toxicity,,content/02_poisonings/28_toad-bufotoxin-toxicity.md,covered
toxicology,Toxicology Essentials,Methadone / Long-Acting Opioid Toxicity,methadone-long-acting-opioid-toxicity,poisonings,/toxicology/poisonings/methadone-long-acting-opioid-toxicity,,content/02_poisonings/29_methadone-long-acting-opioid-toxicity.md,covered
toxicology,Toxicology Essentials,Hydrofluoric Acid Exposure,hydrofluoric-acid-exposure,poisonings,/toxicology/poisonings/hydrofluoric-acid-exposure,,content/02_poisonings/30_hydrofluoric-acid-exposure.md,covered
toxicology,Toxicology Essentials,Superwarfarin / Rodenticide Exposure,superwarfarin-rodenticide-exposure,poisonings,/toxicology/poisonings/superwarfarin-rodenticide-exposure,,content/02_poisonings/31_superwarfarin-rodenticide-exposure.md,covered
toxicology,Toxicology Essentials,Lionfish Envenomation,lionfish-envenomation,poisonings,/toxicology/poisonings/lionfish-envenomation,,content/02_poisonings/32_lionfish-envenomation.md,covered
toxicology,Toxicology Essentials,Naloxone,naloxone,antidotes,/toxicology/antidotes/naloxone,,content/03_antidotes/01_naloxone.md,covered
toxicology,Toxicology Essentials,N-Acetylcysteine,n-acetylcysteine,antidotes,/toxicology/antidotes/n-acetylcysteine,,content/03_antidotes/02_n-acetylcysteine.md,covered
toxicology,Toxicology Essentials,Sodium Bicarbonate,sodium-bicarbonate,antidotes,/toxicology/antidotes/sodium-bicarbonate,,content/03_antidotes/03_sodium-bicarbonate.md,covered
toxicology,Toxicology Essentials,Atropine,atropine,antidotes,/toxicology/antidotes/atropine,,content/03_antidotes/04_atropine.md,covered
toxicology,Toxicology Essentials,Pralidoxime,pralidoxime,antidotes,/toxicology/antidotes/pralidoxime,,content/03_antidotes/05_pralidoxime.md,covered
toxicology,Toxicology Essentials,Pyridoxine,pyridoxine,antidotes,/toxicology/antidotes/pyridoxine,,content/03_antidotes/06_pyridoxine.md,covered
toxicology,Toxicology Essentials,Methylene Blue,methylene-blue,antidotes,/toxicology/antidotes/methylene-blue,,content/03_antidotes/07_methylene-blue.md,covered
toxicology,Toxicology Essentials,Hydroxocobalamin,hydroxocobalamin,antidotes,/toxicology/antidotes/hydroxocobalamin,,content/03_antidotes/08_hydroxocobalamin.md,covered
toxicology,Toxicology Essentials,Fomepizole,fomepizole,antidotes,/toxicology/antidotes/fomepizole,,content/03_antidotes/09_fomepizole.md,covered
toxicology,Toxicology Essentials,Digoxin-Specific Antibody Fragments,digoxin-fab,antidotes,/toxicology/antidotes/digoxin-fab,,content/03_antidotes/10_digoxin-fab.md,covered
toxicology,Toxicology Essentials,Deferoxamine,deferoxamine,antidotes,/toxicology/antidotes/deferoxamine,,content/03_antidotes/11_deferoxamine.md,covered
toxicology,Toxicology Essentials,Prussian Blue,prussian-blue,antidotes,/toxicology/antidotes/prussian-blue,,content/03_antidotes/12_prussian-blue.md,covered
toxicology,Toxicology Essentials,Vitamin K,vitamin-k,antidotes,/toxicology/antidotes/vitamin-k,,content/03_antidotes/13_vitamin-k.md,covered
toxicology,Toxicology Essentials,Cyproheptadine,cyproheptadine,antidotes,/toxicology/antidotes/cyproheptadine,,content/03_antidotes/14_cyproheptadine.md,covered
toxicology,Toxicology Essentials,Physostigmine,physostigmine,antidotes,/toxicology/antidotes/physostigmine,,content/03_antidotes/15_physostigmine.md,covered
toxicology,Toxicology Essentials,Calcium Therapy Concept,calcium-therapy-concept,antidotes,/toxicology/antidotes/calcium-therapy-concept,,content/03_antidotes/16_calcium-therapy-concept.md,covered
toxicology,Toxicology Essentials,High-Dose Insulin Euglycemia Concept,high-dose-insulin-euglycemia-concept,antidotes,/toxicology/antidotes/high-dose-insulin-euglycemia-concept,,content/03_antidotes/17_high-dose-insulin-euglycemia-concept.md,covered
toxicology,Toxicology Essentials,Toxicology MCQ Bank,toxicology-mcq-bank,practice,/toxicology/practice/toxicology-mcq-bank,,content/04_practice/01_toxicology_mcq_bank.md,covered
toxicology,Toxicology Essentials,Toxicology Mini Cases,toxicology-mini-cases,practice,/toxicology/practice/toxicology-mini-cases,,content/04_practice/02_toxicology_mini_cases.md,covered
toxicology,Toxicology Essentials,Rapid Prompts: What Can Kill the Patient Now?,rapid-prompts-toxicology,practice,/toxicology/practice/rapid-prompts-toxicology,,content/04_practice/03_rapid_prompts_what_can_kill_now.md,covered
drugs,Drug Essentials,ED Drug Thinking Framework,drug-thinking-framework,Roadmap,/drugs/roadmap/drug-thinking-framework,,content/roadmap/drug-thinking-framework.md,covered
drugs,Drug Essentials,Dose Safety Layer,dose-safety-layer,Roadmap,/drugs/roadmap/dose-safety-layer,,content/roadmap/dose-safety-layer.md,covered
drugs,Drug Essentials,Resuscitation Drug Map,resuscitation-drugs-map,Roadmap,/drugs/roadmap/resuscitation-drugs-map,,content/roadmap/resuscitation-drugs-map.md,covered
drugs,Drug Essentials,"Airway, Sedation & Analgesia Map",airway-sedation-analgesia-map,Roadmap,/drugs/roadmap/airway-sedation-analgesia-map,,content/roadmap/airway-sedation-analgesia-map.md,covered
drugs,Drug Essentials,Cardiovascular Drug Map,cardiovascular-drugs-map,Roadmap,/drugs/roadmap/cardiovascular-drugs-map,,content/roadmap/cardiovascular-drugs-map.md,covered
drugs,Drug Essentials,Respiratory Drug Map,respiratory-drugs-map,Roadmap,/drugs/roadmap/respiratory-drugs-map,,content/roadmap/respiratory-drugs-map.md,covered
drugs,Drug Essentials,Antimicrobial Map,antimicrobial-map,Roadmap,/drugs/roadmap/antimicrobial-map,,content/roadmap/antimicrobial-map.md,covered
drugs,Drug Essentials,Metabolic & Neuro Drug Map,metabolic-neuro-drugs-map,Roadmap,/drugs/roadmap/metabolic-neuro-drugs-map,,content/roadmap/metabolic-neuro-drugs-map.md,covered
drugs,Drug Essentials,Epinephrine,epinephrine,Resuscitation & Shock,/drugs/epinephrine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/epinephrine.md,covered
drugs,Drug Essentials,Norepinephrine,norepinephrine,Resuscitation & Shock,/drugs/norepinephrine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/norepinephrine.md,covered
drugs,Drug Essentials,Dopamine,dopamine,Resuscitation & Shock,/drugs/dopamine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/dopamine.md,covered
drugs,Drug Essentials,Dobutamine,dobutamine,Resuscitation & Shock,/drugs/dobutamine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/dobutamine.md,covered
drugs,Drug Essentials,Vasopressin,vasopressin,Resuscitation & Shock,/drugs/vasopressin,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/vasopressin.md,covered
drugs,Drug Essentials,Phenylephrine,phenylephrine,Resuscitation & Shock,/drugs/phenylephrine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/phenylephrine.md,covered
drugs,Drug Essentials,Adenosine,adenosine,Cardiovascular & ACLS,/drugs/adenosine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/adenosine.md,covered
drugs,Drug Essentials,Amiodarone,amiodarone,Cardiovascular & ACLS,/drugs/amiodarone,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/amiodarone.md,covered
drugs,Drug Essentials,Lidocaine,lidocaine,Cardiovascular & ACLS,/drugs/lidocaine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/lidocaine.md,covered
drugs,Drug Essentials,Atropine,atropine,Cardiovascular & Antidotes,/drugs/atropine,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/atropine.md,covered
drugs,Drug Essentials,Magnesium Sulfate,magnesium-sulfate,"Cardiovascular, Respiratory & OB",/drugs/magnesium-sulfate,Tintinalli board-review topic mapping + final dose verification required from official/local sources,content/drugs/magnesium-sulfate.md,covered
